date,honda,chevy,ford,subaru,isPartial
2018-02-08 00:00:00,70,37,92,15,False
2018-02-08 01:00:00,71,36,88,15,False
2018-02-08 02:00:00,74,35,83,15,False
2018-02-08 03:00:00,75,32,75,13,False
2018-02-08 04:00:00,73,26,67,12,False
2018-02-08 05:00:00,67,18,59,10,False
2018-02-08 06:00:00,59,12,51,8,False
2018-02-08 07:00:00,54,7,49,7,False
2018-02-08 08:00:00,49,5,49,6,False
2018-02-08 09:00:00,47,4,50,6,False
2018-02-08 10:00:00,48,4,51,6,False
2018-02-08 11:00:00,49,6,54,6,False
2018-02-08 12:00:00,52,9,59,7,False
2018-02-08 13:00:00,55,12,64,8,False
2018-02-08 14:00:00,57,15,70,8,False
2018-02-08 15:00:00,59,17,74,9,False
2018-02-08 16:00:00,57,19,77,10,False
2018-02-08 17:00:00,58,21,80,11,False
2018-02-08 18:00:00,56,22,85,11,False
2018-02-08 19:00:00,58,23,89,12,False
2018-02-08 20:00:00,57,25,91,13,False
2018-02-08 21:00:00,59,28,94,13,False
2018-02-08 22:00:00,62,32,94,15,False
2018-02-08 23:00:00,68,35,93,15,False
2018-02-09 00:00:00,71,38,92,16,False
2018-02-09 01:00:00,72,37,87,16,False
2018-02-09 02:00:00,74,37,84,15,False
2018-02-09 03:00:00,75,32,78,14,False
2018-02-09 04:00:00,72,27,68,12,False
2018-02-09 05:00:00,66,19,59,11,False
2018-02-09 06:00:00,60,12,50,9,False
2018-02-09 07:00:00,52,7,49,7,False
2018-02-09 08:00:00,49,5,49,6,False
2018-02-09 09:00:00,47,4,49,5,False
2018-02-09 10:00:00,47,4,51,5,False
2018-02-09 11:00:00,50,6,54,6,False
2018-02-09 12:00:00,53,9,59,8,False
2018-02-09 13:00:00,55,13,65,8,False
2018-02-09 14:00:00,58,16,71,9,False
2018-02-09 15:00:00,58,18,76,10,False
2018-02-09 16:00:00,59,20,79,10,False
2018-02-09 17:00:00,59,22,83,11,False
2018-02-09 18:00:00,59,24,88,12,False
2018-02-09 19:00:00,60,25,93,13,False
2018-02-09 20:00:00,61,26,97,14,False
2018-02-09 21:00:00,62,30,99,15,False
2018-02-09 22:00:00,66,34,100,15,False
2018-02-09 23:00:00,70,36,97,16,False
2018-02-10 00:00:00,73,38,95,16,False
2018-02-10 01:00:00,74,37,90,16,False
2018-02-10 02:00:00,76,39,86,16,False
2018-02-10 03:00:00,77,35,80,15,False
2018-02-10 04:00:00,75,29,71,13,False
2018-02-10 05:00:00,72,22,61,12,False
2018-02-10 06:00:00,66,15,54,9,False
2018-02-10 07:00:00,64,9,52,8,False
2018-02-10 08:00:00,58,6,60,7,False
2018-02-10 09:00:00,52,5,56,6,False
2018-02-10 10:00:00,51,5,56,7,False
2018-02-10 11:00:00,53,6,57,7,False
2018-02-10 12:00:00,55,8,62,7,False
2018-02-10 13:00:00,60,13,68,9,False
2018-02-10 14:00:00,62,17,73,10,False
2018-02-10 15:00:00,65,20,79,11,False
2018-02-10 16:00:00,65,23,83,12,False
2018-02-10 17:00:00,65,25,86,13,False
2018-02-10 18:00:00,66,27,91,14,False
2018-02-10 19:00:00,66,29,94,15,False
2018-02-10 20:00:00,66,31,97,15,False
2018-02-10 21:00:00,67,33,99,16,False
2018-02-10 22:00:00,69,36,99,16,False
2018-02-10 23:00:00,71,37,95,17,False
2018-02-11 00:00:00,72,39,93,17,False
2018-02-11 01:00:00,73,39,90,17,False
2018-02-11 02:00:00,74,39,85,16,False
2018-02-11 03:00:00,76,37,79,15,False
2018-02-11 04:00:00,76,31,71,13,False
2018-02-11 05:00:00,72,25,61,12,False
2018-02-11 06:00:00,66,17,54,10,False
2018-02-11 07:00:00,58,10,49,8,False
2018-02-11 08:00:00,55,7,48,7,False
2018-02-11 09:00:00,51,5,51,7,False
2018-02-11 10:00:00,51,4,53,6,False
2018-02-11 11:00:00,53,5,54,6,False
2018-02-11 12:00:00,54,7,58,7,False
2018-02-11 13:00:00,57,11,61,8,False
2018-02-11 14:00:00,58,14,67,9,False
2018-02-11 15:00:00,59,17,71,9,False
2018-02-11 16:00:00,58,20,74,10,False
2018-02-11 17:00:00,59,22,79,11,False
2018-02-11 18:00:00,59,24,84,12,False
2018-02-11 19:00:00,59,26,88,13,False
2018-02-11 20:00:00,61,28,91,14,False
2018-02-11 21:00:00,63,32,95,15,False
2018-02-11 22:00:00,65,35,94,16,False
2018-02-11 23:00:00,69,38,93,16,False
2018-02-12 00:00:00,72,41,91,17,False
2018-02-12 00:00:00,70,40,88,16,False
2018-02-12 01:00:00,71,40,87,16,False
2018-02-12 02:00:00,73,35,79,15,False
2018-02-12 03:00:00,73,32,73,14,False
2018-02-12 04:00:00,70,25,62,12,False
2018-02-12 05:00:00,65,18,53,10,False
2018-02-12 06:00:00,57,11,48,8,False
2018-02-12 07:00:00,51,7,47,7,False
2018-02-12 08:00:00,47,4,47,6,False
2018-02-12 09:00:00,46,3,47,6,False
2018-02-12 10:00:00,45,4,49,5,False
2018-02-12 11:00:00,47,6,52,6,False
2018-02-12 12:00:00,51,8,57,7,False
2018-02-12 13:00:00,52,12,64,8,False
2018-02-12 14:00:00,55,16,69,9,False
2018-02-12 15:00:00,56,18,74,10,False
2018-02-12 16:00:00,57,20,78,10,False
2018-02-12 17:00:00,56,22,82,11,False
2018-02-12 18:00:00,56,23,86,12,False
2018-02-12 19:00:00,58,25,92,13,False
2018-02-12 20:00:00,59,27,96,13,False
2018-02-12 21:00:00,62,30,99,15,False
2018-02-12 22:00:00,66,34,99,16,False
2018-02-12 23:00:00,70,38,97,16,False
2018-02-13 00:00:00,75,41,100,17,False
2018-02-13 01:00:00,73,39,90,16,False
2018-02-13 02:00:00,74,38,85,15,False
2018-02-13 03:00:00,73,35,79,14,False
2018-02-13 04:00:00,72,28,67,13,False
2018-02-13 05:00:00,66,19,57,11,False
2018-02-13 06:00:00,59,12,50,8,False
2018-02-13 07:00:00,52,7,47,7,False
2018-02-13 08:00:00,47,5,46,6,False
2018-02-13 09:00:00,46,4,48,6,False
2018-02-13 10:00:00,45,4,49,6,False
2018-02-13 11:00:00,46,6,52,6,False
2018-02-13 12:00:00,50,9,57,7,False
2018-02-13 13:00:00,52,12,63,8,False
2018-02-13 14:00:00,54,15,67,8,False
2018-02-13 15:00:00,55,18,72,9,False
2018-02-13 16:00:00,55,19,76,10,False
2018-02-13 17:00:00,55,21,79,10,False
2018-02-13 18:00:00,55,23,83,11,False
2018-02-13 19:00:00,56,23,86,12,False
2018-02-13 20:00:00,57,25,89,12,False
2018-02-13 21:00:00,58,28,93,13,False
2018-02-13 22:00:00,64,31,94,14,False
2018-02-13 23:00:00,68,36,93,15,False
2018-02-14 00:00:00,70,38,92,16,False
2018-02-14 01:00:00,69,37,86,15,False
2018-02-14 02:00:00,71,38,84,14,False
2018-02-14 03:00:00,69,31,73,13,False
2018-02-14 04:00:00,68,26,64,13,False
2018-02-14 05:00:00,62,18,54,10,False
2018-02-14 06:00:00,55,11,47,8,False
2018-02-14 07:00:00,49,7,45,6,False
2018-02-14 08:00:00,45,5,45,6,False
2018-02-14 09:00:00,43,4,46,5,False
2018-02-14 10:00:00,44,4,48,5,False
2018-02-14 11:00:00,46,6,51,6,False
2018-02-14 12:00:00,48,8,55,6,False
2018-02-14 13:00:00,51,12,60,7,False
2018-02-14 14:00:00,52,14,65,8,False
2018-02-14 15:00:00,54,16,69,9,False
2018-02-14 16:00:00,55,18,73,9,False
2018-02-14 17:00:00,54,20,76,10,False
2018-02-14 18:00:00,54,21,81,11,False
2018-02-14 19:00:00,54,22,84,11,False
2018-02-14 20:00:00,51,22,83,12,False
2018-02-14 21:00:00,53,25,83,12,False
2018-02-14 22:00:00,60,29,87,13,False
2018-02-14 23:00:00,67,32,87,14,False
2018-02-15 00:00:00,71,34,92,14,False
2018-02-15 01:00:00,68,36,85,14,False
2018-02-15 02:00:00,70,35,81,14,False
2018-02-15 03:00:00,70,32,73,13,False
2018-02-15 04:00:00,67,25,63,12,False
2018-02-15 05:00:00,63,18,54,10,False
2018-02-15 06:00:00,56,11,47,8,False
2018-02-15 07:00:00,50,6,47,7,False
2018-02-15 08:00:00,45,4,45,5,False
2018-02-15 09:00:00,43,3,46,5,False
2018-02-15 10:00:00,43,4,48,5,False
2018-02-15 11:00:00,46,6,52,6,False
2018-02-15 12:00:00,49,8,56,7,False
2018-02-15 13:00:00,51,12,62,8,False
2018-02-15 14:00:00,53,15,67,8,False
2018-02-15 15:00:00,54,16,71,9,False
2018-02-15 16:00:00,54,18,73,9,False
2018-02-15 17:00:00,55,20,78,10,False
2018-02-15 18:00:00,55,22,82,11,False
2018-02-15 19:00:00,56,22,87,12,False
2018-02-15 20:00:00,57,24,90,12,False
2018-02-15 21:00:00,60,28,93,14,False
2018-02-15 22:00:00,64,32,94,15,False
2018-02-15 23:00:00,69,36,94,15,False
2018-02-16 00:00:00,71,38,93,16,False
2018-02-16 01:00:00,71,39,89,16,False
2018-02-16 02:00:00,72,37,84,15,False
2018-02-16 03:00:00,71,34,77,14,False
2018-02-16 04:00:00,68,26,66,12,False
2018-02-16 05:00:00,61,19,55,10,False
2018-02-16 06:00:00,55,12,50,8,False
2018-02-16 07:00:00,49,7,47,7,False
2018-02-16 08:00:00,44,5,47,6,False
2018-02-16 09:00:00,43,4,47,5,False
2018-02-16 10:00:00,45,4,49,6,False
2018-02-16 11:00:00,48,6,53,6,False
2018-02-16 12:00:00,51,9,58,7,False
2018-02-16 13:00:00,54,13,64,8,False
2018-02-16 14:00:00,57,16,70,9,False
2018-02-16 15:00:00,57,18,74,10,False
2018-02-16 16:00:00,58,19,78,11,False
2018-02-16 17:00:00,58,21,80,12,False
2018-02-16 18:00:00,59,23,86,13,False
2018-02-16 19:00:00,60,25,91,14,False
2018-02-16 20:00:00,61,27,95,14,False
2018-02-16 21:00:00,64,30,97,16,False
2018-02-16 22:00:00,68,33,98,16,False
2018-02-16 23:00:00,71,35,96,17,False
2018-02-17 00:00:00,74,38,94,17,False
2018-02-17 01:00:00,75,39,91,17,False
2018-02-17 02:00:00,77,38,86,16,False
2018-02-17 03:00:00,76,34,80,16,False
2018-02-17 04:00:00,74,29,71,13,False
2018-02-17 05:00:00,69,21,60,12,False
2018-02-17 06:00:00,63,14,53,9,False
2018-02-17 07:00:00,56,9,50,8,False
2018-02-17 08:00:00,52,6,51,7,False
2018-02-17 09:00:00,50,5,53,6,False
2018-02-17 10:00:00,51,5,55,6,False
2018-02-17 11:00:00,53,6,57,7,False
2018-02-17 12:00:00,56,9,62,8,False
2018-02-17 13:00:00,60,13,68,9,False
2018-02-17 14:00:00,64,18,74,10,False
2018-02-17 15:00:00,65,21,79,12,False
2018-02-17 16:00:00,66,23,82,12,False
2018-02-17 17:00:00,66,25,86,13,False
2018-02-17 18:00:00,66,28,91,14,False
2018-02-17 19:00:00,67,30,95,15,False
2018-02-17 20:00:00,68,32,98,16,False
2018-02-17 21:00:00,70,33,100,16,False
2018-02-17 22:00:00,71,36,98,16,False
2018-02-17 23:00:00,72,37,98,17,False
2018-02-18 00:00:00,73,39,94,17,False
2018-02-18 01:00:00,73,38,91,17,False
2018-02-18 02:00:00,75,39,86,16,False
2018-02-18 03:00:00,77,37,81,15,False
2018-02-18 04:00:00,74,31,72,14,False
2018-02-18 05:00:00,69,23,61,12,False
2018-02-18 06:00:00,63,16,54,10,False
2018-02-18 07:00:00,56,10,49,8,False
2018-02-18 08:00:00,51,6,49,7,False
2018-02-18 09:00:00,49,5,51,7,False
2018-02-18 10:00:00,48,4,52,6,False
2018-02-18 11:00:00,50,5,53,6,False
2018-02-18 12:00:00,53,7,58,7,False
2018-02-18 13:00:00,55,11,62,8,False
2018-02-18 14:00:00,58,14,67,9,False
2018-02-18 15:00:00,58,17,72,10,False
2018-02-18 16:00:00,59,20,76,11,False
2018-02-18 17:00:00,59,22,80,11,False
2018-02-18 18:00:00,60,24,86,12,False
2018-02-18 19:00:00,60,26,89,13,False
2018-02-18 20:00:00,61,29,91,14,False
2018-02-18 21:00:00,63,32,93,14,False
2018-02-18 22:00:00,67,35,95,17,False
2018-02-18 23:00:00,70,38,93,16,False
2018-02-19 00:00:00,73,40,92,17,False
2018-02-19 00:00:00,62,34,79,14,False
2018-02-19 01:00:00,64,34,78,14,False
2018-02-19 02:00:00,67,31,72,14,False
2018-02-19 03:00:00,64,28,64,13,False
2018-02-19 04:00:00,61,23,56,11,False
2018-02-19 05:00:00,56,16,47,9,False
2018-02-19 06:00:00,50,10,42,7,False
2018-02-19 07:00:00,45,6,41,6,False
2018-02-19 08:00:00,41,4,42,5,False
2018-02-19 09:00:00,39,3,43,5,False
2018-02-19 10:00:00,39,3,43,5,False
2018-02-19 11:00:00,41,5,46,5,False
2018-02-19 12:00:00,44,7,49,6,False
2018-02-19 13:00:00,47,10,54,7,False
2018-02-19 14:00:00,50,13,60,8,False
2018-02-19 15:00:00,52,16,64,9,False
2018-02-19 16:00:00,53,18,68,9,False
2018-02-19 17:00:00,58,19,74,10,False
2018-02-19 18:00:00,55,21,78,11,False
2018-02-19 19:00:00,56,22,78,12,False
2018-02-19 20:00:00,57,24,82,12,False
2018-02-19 21:00:00,58,26,83,13,False
2018-02-19 22:00:00,61,30,84,14,False
2018-02-19 23:00:00,65,33,82,14,False
2018-02-20 00:00:00,67,35,82,15,False
2018-02-20 01:00:00,67,35,78,14,False
2018-02-20 02:00:00,67,32,72,13,False
2018-02-20 03:00:00,66,30,65,12,False
2018-02-20 04:00:00,63,23,55,11,False
2018-02-20 05:00:00,57,16,47,9,False
2018-02-20 06:00:00,50,10,42,7,False
2018-02-20 07:00:00,44,6,40,6,False
2018-02-20 08:00:00,41,4,40,5,False
2018-02-20 09:00:00,40,3,40,5,False
2018-02-20 10:00:00,40,4,42,5,False
2018-02-20 11:00:00,42,5,44,5,False
2018-02-20 12:00:00,45,8,48,6,False
2018-02-20 13:00:00,48,10,53,7,False
2018-02-20 14:00:00,50,13,58,7,False
2018-02-20 15:00:00,50,15,62,8,False
2018-02-20 16:00:00,51,17,65,9,False
2018-02-20 17:00:00,52,18,68,9,False
2018-02-20 18:00:00,53,20,72,10,False
2018-02-20 19:00:00,52,20,73,10,False
2018-02-20 20:00:00,54,21,76,11,False
2018-02-20 21:00:00,54,24,76,11,False
2018-02-20 22:00:00,59,28,81,12,False
2018-02-20 23:00:00,64,32,80,13,False
2018-02-21 00:00:00,66,34,79,13,False
2018-02-21 01:00:00,66,34,76,13,False
2018-02-21 02:00:00,66,31,71,12,False
2018-02-21 03:00:00,65,29,66,12,False
2018-02-21 04:00:00,62,23,56,11,False
2018-02-21 05:00:00,56,16,46,9,False
2018-02-21 06:00:00,50,9,42,7,False
2018-02-21 07:00:00,45,6,39,6,False
2018-02-21 08:00:00,42,4,39,5,False
2018-02-21 09:00:00,40,3,39,5,False
2018-02-21 10:00:00,40,3,41,4,False
2018-02-21 11:00:00,43,5,44,5,False
2018-02-21 12:00:00,45,8,48,6,False
2018-02-21 13:00:00,48,11,53,6,False
2018-02-21 14:00:00,50,13,57,7,False
2018-02-21 15:00:00,51,15,62,8,False
2018-02-21 16:00:00,50,17,64,8,False
2018-02-21 17:00:00,51,18,67,9,False
2018-02-21 18:00:00,50,19,70,9,False
2018-02-21 19:00:00,51,20,75,10,False
2018-02-21 20:00:00,54,22,77,11,False
2018-02-21 21:00:00,56,24,82,12,False
2018-02-21 22:00:00,59,28,85,12,False
2018-02-21 23:00:00,64,32,83,13,False
2018-02-22 00:00:00,66,33,82,13,False
2018-02-22 01:00:00,66,33,76,13,False
2018-02-22 02:00:00,67,32,73,13,False
2018-02-22 03:00:00,66,27,64,12,False
2018-02-22 04:00:00,64,22,56,10,False
2018-02-22 05:00:00,58,16,47,9,False
2018-02-22 06:00:00,51,10,42,7,False
2018-02-22 07:00:00,46,6,41,6,False
2018-02-22 08:00:00,42,4,40,5,False
2018-02-22 09:00:00,41,3,40,5,False
2018-02-22 10:00:00,41,4,42,5,False
2018-02-22 11:00:00,44,6,45,5,False
2018-02-22 12:00:00,47,8,50,6,False
2018-02-22 13:00:00,52,11,55,7,False
2018-02-22 14:00:00,55,14,59,7,False
2018-02-22 15:00:00,55,16,63,8,False
2018-02-22 16:00:00,56,18,66,8,False
2018-02-22 17:00:00,57,20,69,9,False
2018-02-22 18:00:00,56,20,72,10,False
2018-02-22 19:00:00,57,21,76,10,False
2018-02-22 20:00:00,59,23,79,11,False
2018-02-22 21:00:00,61,26,81,12,False
2018-02-22 22:00:00,65,30,82,12,False
2018-02-22 23:00:00,67,34,85,13,False
2018-02-23 00:00:00,70,35,80,13,False
2018-02-23 01:00:00,73,35,77,13,False
2018-02-23 02:00:00,74,35,73,13,False
2018-02-23 03:00:00,70,32,67,12,False
2018-02-23 04:00:00,65,25,56,11,False
2018-02-23 05:00:00,60,18,48,9,False
2018-02-23 06:00:00,53,11,42,7,False
2018-02-23 07:00:00,47,7,40,6,False
2018-02-23 08:00:00,43,4,40,5,False
2018-02-23 09:00:00,41,4,40,4,False
2018-02-23 10:00:00,42,4,42,5,False
2018-02-23 11:00:00,45,6,45,5,False
2018-02-23 12:00:00,48,10,50,6,False
2018-02-23 13:00:00,51,14,56,7,False
2018-02-23 14:00:00,53,16,60,8,False
2018-02-23 15:00:00,55,18,64,8,False
2018-02-23 16:00:00,56,19,67,9,False
2018-02-23 17:00:00,58,21,70,10,False
2018-02-23 18:00:00,59,22,74,10,False
2018-02-23 19:00:00,61,24,78,11,False
2018-02-23 20:00:00,65,26,82,12,False
2018-02-23 21:00:00,68,28,84,13,False
2018-02-23 22:00:00,73,31,86,13,False
2018-02-23 23:00:00,74,35,87,14,False
2018-02-24 00:00:00,75,36,83,14,False
2018-02-24 01:00:00,75,35,79,14,False
2018-02-24 02:00:00,75,35,76,14,False
2018-02-24 03:00:00,74,32,69,13,False
2018-02-24 04:00:00,71,27,62,12,False
2018-02-24 05:00:00,65,20,52,10,False
2018-02-24 06:00:00,58,13,45,8,False
2018-02-24 07:00:00,53,9,43,7,False
2018-02-24 08:00:00,49,6,44,6,False
2018-02-24 09:00:00,50,4,45,6,False
2018-02-24 10:00:00,52,4,54,5,False
2018-02-24 11:00:00,50,5,49,6,False
2018-02-24 12:00:00,54,8,53,7,False
2018-02-24 13:00:00,58,12,59,8,False
2018-02-24 14:00:00,60,16,64,9,False
2018-02-24 15:00:00,61,19,67,10,False
2018-02-24 16:00:00,62,21,71,10,False
2018-02-24 17:00:00,64,23,73,11,False
2018-02-24 18:00:00,67,25,79,12,False
2018-02-24 19:00:00,71,27,80,12,False
2018-02-24 20:00:00,75,29,84,13,False
2018-02-24 21:00:00,76,30,85,14,False
2018-02-24 22:00:00,80,32,84,14,False
2018-02-24 23:00:00,73,34,83,14,False
2018-02-25 00:00:00,73,36,81,15,False
2018-02-25 01:00:00,72,34,77,14,False
2018-02-25 02:00:00,72,33,73,13,False
2018-02-25 03:00:00,72,31,66,13,False
2018-02-25 04:00:00,67,26,59,11,False
2018-02-25 05:00:00,62,20,50,10,False
2018-02-25 06:00:00,57,14,44,8,False
2018-02-25 07:00:00,52,9,40,7,False
2018-02-25 08:00:00,47,6,41,6,False
2018-02-25 09:00:00,45,4,43,6,False
2018-02-25 10:00:00,45,4,44,5,False
2018-02-25 11:00:00,45,4,45,5,False
2018-02-25 12:00:00,50,7,48,6,False
2018-02-25 13:00:00,54,10,52,7,False
2018-02-25 14:00:00,55,13,56,7,False
2018-02-25 15:00:00,56,16,61,9,False
2018-02-25 16:00:00,57,18,63,9,False
2018-02-25 17:00:00,59,20,67,10,False
2018-02-25 18:00:00,62,22,71,11,False
2018-02-25 19:00:00,67,23,75,11,False
2018-02-25 20:00:00,74,25,78,12,False
2018-02-25 21:00:00,81,28,79,12,False
2018-02-25 22:00:00,88,31,80,14,False
2018-02-25 23:00:00,100,34,80,14,False
2018-02-26 00:00:00,79,35,77,14,False
